"UniqueID","Probability1"
11862,0.305886472097984
11863,0.485656359201536
11864,0.361878663634506
11865,0.779252756897008
11866,0.382461730030353
11867,0.246067547051653
11868,0.271519454592352
11869,0.194280678295203
11870,0.437723387919798
11871,0.748838853653461
11872,0.282307872887863
11873,0.339396214209028
11874,0.194543346441512
11875,0.857579513089582
11876,0.290958588779632
11877,0.79715276146308
11878,0.710226734153252
11879,0.318979483339697
11880,0.250674213613408
11881,0.71688287471123
11882,0.11834648401909
11883,0.126344889816931
11884,0.168497516742331
11885,0.368731111278484
11886,0.206498498039974
11887,0.311605244050577
11888,0.205813609533634
11889,0.0599994258947666
11890,0.17319898971925
11891,0.952188758022812
11892,0.297360600331443
11893,0.710226734153252
11894,0.331614537238703
11895,0.165736097168157
11896,0.140177687008084
11897,0.349575678624277
11898,0.285209292309641
11899,0.469565001697794
11900,0.148252998444314
11901,0.671491260744928
11902,0.982079661037161
11903,0.0546676763672628
11904,0.260572270710789
11905,0.232016712636413
11906,0.831869243927429
11907,0.224321436624162
11908,0.18388225664491
11909,0.00176693084779941
11910,0.295148261195095
11911,0.166727386415775
11912,0.255098199194695
11913,0.788711482513785
11914,0.622098167421975
11915,0.323794810782085
11916,0.0917568055304731
11917,0.122113298523245
11918,0.779252756897008
11919,0.326095232134182
11920,0.345799349627355
11921,0.220988380690403
11922,0.817145857296767
11923,0.984656034685825
11924,0.595450369862082
11925,0.975941182242822
11926,0.251902488737524
11927,0.779272143205183
11928,0.541905346260577
11929,0.351390098422349
11930,0.906298665213355
11931,0.272124274039049
11932,0.237608175837232
11933,0.84361903323663
11934,0.212531130531383
11935,0.175464125092588
11936,0.338509198869078
11937,0.798055678804164
11938,0.754339367524733
11939,0.139807258169303
11940,0.739132597623202
11941,0.52388623433995
11942,0.925111539506611
11943,0.164304712146671
11944,0.789673162361984
11945,0.906298665213355
11946,0.779272143205183
11947,0.964788476684153
11948,0.0970636432313084
11949,0.816401138987027
11950,0.651455449492227
11951,0.169283421697452
11952,0.3347484680271
11953,0.983869135851252
11954,0.52476701335988
11955,0.800601987329535
11956,0.906298665213355
11957,0.471421803432875
11958,0.161490651618197
11959,0.875992728614245
11960,0.739053297687989
11961,0.759188262376228
11962,0.22430351886852
11963,0.191647395163315
11964,0.355739832724
11965,0.169283421697452
11966,0.769436474994174
11967,0.760128642938237
11968,0.814768264425218
11969,0.792238551644627
11970,0.760128642938237
11971,0.656307190949846
11972,0.780091648513605
11973,0.866404230059941
11974,0.996937514673184
11975,0.790602175349391
11976,0.686945467417745
11977,0.748714909621028
11978,0.537675421058161
11979,0.86639118439109
11980,0.791872641693178
11981,0.807061808252282
11982,0.810179189977604
11983,0.911020072095194
11984,0.978484509316961
11985,0.906298665213355
11986,0.229005480895756
11987,0.868383031433218
11988,0.184198578216028
11989,0.915071203036332
11990,0.849849962244892
11991,0.788711482513785
11992,0.750180326567577
11993,0.968620573909072
11994,0.375095094718618
11995,0.649687513638761
11996,0.770252300417742
11997,0.415141547995162
11998,0.319122632344173
11999,0.381902920660245
12000,0.760128642938237
12001,0.801361165735191
12002,0.9392359904331
12003,0.915071203036332
12004,0.847729039668568
12005,0.958934580753925
12006,0.904567104681944
12007,0.762177561429505
12008,0.28270123084335
12009,0.883243940325426
12010,0.919406600475264
12011,0.915071203036332
12012,0.299483237399505
12013,0.306213845453722
12014,0.194968226257088
12015,0.801361165735191
12016,0.283944431436919
12017,0.86639118439109
12018,0.872866324647954
12019,0.789587254461987
12020,0.759288103141238
12021,0.816302357009414
12022,0.815610908407239
12023,0.779547639167907
12024,0.250382300697786
12025,0.854207237657585
12026,0.952686751233849
12027,0.912258463373363
12028,0.293169850651766
12029,0.84291924902805
12030,0.872866324647954
12031,0.984656034685825
12032,0.686519027403313
12033,0.673458487841576
12034,0.628368676703402
12035,0.133202020028133
12036,0.244955295632689
12037,0.441452357628931
12038,0.307055517419249
