"UniqueID","Probability1"
10004,0.538192219289678
10014,0.470017909941259
10029,0.260086906708324
10033,0.268950719302023
10037,0.498320827733444
10038,0.496823424886551
10045,0.533276099253198
10047,0.399346371713912
10053,0.455644980115806
10064,0.930077710882098
10066,0.0731685052860943
10073,0.726999834755999
10077,0.480036902108728
10078,0.828099220871219
10081,0.929478685892397
10093,0.226663131740222
10097,0.893992457764506
10100,0.380648432856235
10102,0.166357824783414
10103,0.863001015744327
10104,0.240870350359789
10108,0.721869950161593
10112,0.335744310474173
10113,0.80239280574912
10114,0.777661105155326
10116,0.173060866436194
10118,0.823662393274622
10121,0.41783654689944
10125,0.873521942126602
10126,0.150073551673259
10133,0.310517265319891
10135,0.536082335011309
10136,0.477053473077337
10140,0.938354407483717
10142,0.623752766783851
10149,0.357258379119264
10152,0.968271303983846
10155,0.393802212366215
10164,0.227636128012636
10166,0.949392952398292
10167,0.122591190858225
10169,0.820995022049005
10172,0.32282125243301
10174,0.937284391835918
10180,0.738298297455539
10187,0.758859676936894
10191,0.284767855594876
10192,0.866648645757879
10193,0.59121600756426
10206,0.221865744157104
10211,0.813848774011587
10213,0.795577216050797
10218,0.435948932861195
10238,0.923718506125085
10240,0.831091767260959
10241,0.944924717588317
10246,0.398953936285647
10251,0.810852728801866
10260,0.0556667506176793
10261,0.763642295300329
10262,0.814796952666736
10269,0.788671423153256
10272,0.246348295116692
10276,0.878156801117033
10278,0.859804080476695
10282,0.311280241058528
10284,0.948739287311286
10286,0.865041026543278
10288,0.831987194615612
10293,0.891748002872705
10304,0.870196560626677
10308,0.345383214253527
10332,0.0989903032569947
10340,0.826610263066958
10343,0.417616248749452
10348,0.72428927322447
10349,0.823922160588577
10351,0.690811449940989
10355,0.850993482646102
10359,0.133162626857852
10363,0.921066717764693
10364,0.835685530780686
10365,0.930937339803416
10369,0.0994953859659984
10372,0.825537577699765
10375,0.110755982977883
10382,0.404712614525932
10385,0.624344211082942
10388,0.881813034904625
10392,0.765643543363492
10396,0.65980787179701
10397,0.877050068611848
10398,0.997510553838558
10406,0.854511197140415
10407,0.803729699091363
10410,0.589538194029779
10411,0.69639758739951
10423,0.296260715271554
10428,0.148384891327727
10433,0.388718562573451
10437,0.870311009599233
10440,0.0794522190695363
10449,0.839868122101464
10463,0.871622670122928
10464,0.84182480980818
10466,0.380107065812811
10473,0.494991310559846
10476,0.86410869420551
10477,0.758626948704637
10500,0.0695254950523146
10502,0.759809502006059
10509,0.637979491735194
10510,0.952145016112623
10512,0.392762170380197
10515,0.26169102360347
10519,0.900746102312874
10523,0.305645985456228
10526,0.781591409384045
10530,0.774647695061249
10531,0.853113803852263
10532,0.632075416733058
10533,0.941801937799631
10534,0.484206379123781
10535,0.933885351729008
10541,0.32382902755553
10544,0.285720741666208
10551,0.875826335635591
10554,0.24409001210157
10562,0.303062224514163
10566,0.878367165241571
10567,0.703313930497021
10583,0.188570507345835
10589,0.758456107997826
10592,0.748819795572441
10593,0.939994857564431
10594,0.980548624621336
10598,0.839124208982046
10604,0.970935416164943
10609,0.407428495948522
10611,0.263311118647268
10617,0.94218854620486
10633,0.926711239858482
10645,0.412892778487537
10646,0.667039872237113
10662,0.809673522440529
10667,0.4903649414555
10668,0.141523450578197
10673,0.540284096435404
10677,0.712812774719115
10679,0.046114864434753
10684,0.78379338521994
10685,0.780468620174267
10693,0.274628676503698
10695,0.722306259212635
10700,0.146486002603049
10703,0.589874737932631
10704,0.948145974569597
10730,0.699368620359964
10737,0.256339600047942
10738,0.90213710478478
10740,0.90678784426988
10748,0.584013375579281
10751,0.175236590992241
10755,0.818143540050277
10757,0.79356394740315
10759,0.677875304566078
10765,0.282911703967483
10768,0.978483660882257
10771,0.160044000488262
10774,0.669914499651917
10776,0.227479718888783
10788,0.333804416591097
10791,0.296041592380609
10793,0.0821632497519913
10796,0.813071176996772
10797,0.555345881914815
10803,0.0994165539110196
10806,0.12670436210125
10809,0.17826230957418
10811,0.841676955415968
10813,0.914588777179805
10817,0.912830014172208
10818,0.160881789154981
10819,0.173617894662756
10820,0.99316374470097
10821,0.317283947516199
10825,0.647203339088056
10826,0.839209579173238
10828,0.636186309120871
10833,0.228804317549427
10834,0.0709188350592781
10840,0.944416327505623
10841,0.691890566780666
10844,0.911663525532746
10847,0.168571894647219
10861,0.993011858794316
10866,0.848295124692925
10871,0.797384899016976
10872,0.179070538590568
10874,0.0913401488204218
10877,0.107463357402923
10879,0.579075297452729
10883,0.0902885944962385
10887,0.437599532074482
10889,0.19980024538258
10891,0.0212110414330319
10898,0.963420682969066
10900,0.461291056759994
10919,0.971362692807916
10921,0.0393004675428388
10922,0.492116150637289
10938,0.741443046195658
10940,0.0630840393517084
10944,0.9689599916622
10946,0.0549896952972677
10948,0.212403294034629
10950,0.10341398708493
10953,0.0925395492428158
10959,0.35497022739819
10963,0.677654362221359
10967,0.660778906897571
10975,0.198162061748084
10977,0.202173076488607
10979,0.437189672608377
10980,0.161766156886426
10992,0.692012748172923
10994,0.250837865251786
10998,0.769709773125673
11000,0.0215675139131537
11005,0.225816225087165
11007,0.328586814476319
11009,0.533009585805552
11012,0.0932868167978316
11015,0.201809651795838
11016,0.435745913407884
11029,0.318164942836707
11035,0.207606054209654
11037,0.336089327010496
11039,0.903570465490769
11041,0.151220512847758
11049,0.181955941634459
11053,0.630850050365029
11059,0.241630338256634
11060,0.0243605437909356
11076,0.308468103334964
11077,0.312571812712389
11078,0.634714931248699
11081,0.190317938006601
11083,0.0667087511184825
11092,0.596287158668246
11094,0.256057648377601
11095,0.765602168487717
11101,0.222692669030473
11102,0.868332920033525
11104,0.222492788349112
11111,0.267940995440063
11112,0.167943613324261
11117,0.946610596321871
11121,0.472676640618456
11122,0.936691376778881
11130,0.162918448393956
11134,0.850651508194398
11135,0.157988408241043
11142,0.845209997553715
11148,0.0102538179527906
11153,0.305587779571302
11154,0.157035055078205
11158,0.21274775665964
11159,0.0583661404315285
11162,0.0658420887023139
11169,0.255149925094295
11174,0.152068990590257
11175,0.227443727354152
11183,0.0609463806345851
11189,0.234262621119528
11193,0.252696112017545
11194,0.0831953039510584
11195,0.253113913153942
11201,0.279877912639793
11202,0.174645662926045
11204,0.516498916938463
11206,0.264774240368122
11208,0.103577266564281
11214,0.0299825956691602
11215,0.0458452752608443
11218,0.190341309183795
11220,0.287819046501567
11223,0.554609059304566
11224,0.0645639342998363
11227,0.0122014423415579
11228,0.217768417323807
11229,0.0262638795641677
11234,0.302147162007997
11237,0.34971259624656
11241,0.344908327121726
11246,0.0558446642858938
11250,0.947671048842449
11254,0.0157009900878864
11263,0.161186867224366
11284,0.0349889453975973
11285,0.243763285433245
11287,0.00674659615274859
11289,0.872890278643285
11293,0.989100011639793
11294,0.149259339191199
11302,0.466304817426509
11309,0.258580796351575
11311,0.2870593966521
11314,0.116607190555168
11316,0.267564458300753
11322,0.252061706547825
11326,0.757872175796879
11329,0.187814048224708
11330,0.982900984104374
11336,0.0374536629428295
11338,0.100931307115322
11339,0.141939007583302
11341,0.175143897402985
11356,0.00973283772361353
11357,0.466642733863468
11359,0.00254843427854406
11360,0.606856440009941
11361,0.851513078068939
11365,0.193781657523878
11368,0.9869045561922
11369,0.73118652453252
11381,0.107747468957379
11388,0.110144773009954
11393,0.0307307760624278
11396,0.119419232033098
11397,1.81262567408211e-05
11398,0.0536182374302784
11399,0.138390137885293
11402,0.240688499575933
11405,0.0543715742627725
11406,0.8484160787706
11410,0.162817136742067
11413,0.00496056059876066
11414,0.993948964322054
11420,0.240818186606947
11422,0.96965274578344
11425,0.00234710980334299
11430,0.699002003053225
11436,0.107610436244365
11452,0.452256892409142
11469,0.699551382907069
11476,0.395941327030804
11477,0.790605981504006
11478,0.0538146667435531
11481,0.0830198753696966
11483,0.964515896224042
11486,0.0668794157870892
11488,0.0317330946020977
11491,0.130705766856479
11493,0.0316502859016524
11496,0.147320435141142
11500,0.287754520115508
11503,0.272441282540989
11509,0.232133392979522
11511,0.211734398034829
11512,0.135807248871053
11515,0.209237847059721
11516,0.194838403832549
11517,0.0349366841547932
11518,0.174702001030287
11521,0.200875371737594
11527,0.125500023456823
11528,0.02594079144069
11529,0.0315526376769901
11535,0.211102022960678
11539,0.0404870569464479
11545,0.22455414837484
11548,0.177158904875042
11555,0.0579730429932243
11558,0.0980682901356021
11560,0.139235528144871
11567,0.0529661016501296
11570,0.0528748567483439
11573,0.0461689714948326
11575,0.157870834538947
11576,0.0973451080314389
11577,0.0642329614946937
11579,0.400228835101844
11581,0.714382196535493
11587,0.0119127144943743
11589,0.151376610548538
11591,0.58451174192518
11609,0.331801206066381
11613,0.812101511649309
11615,0.904282672695565
11617,0.803195344695505
11618,0.818609873357318
11633,0.316871830251005
11635,0.914574357223246
11638,0.846764307592222
11643,0.364519421267456
11651,0.761898722936207
11653,0.840111350584796
11654,0.956562678409878
11657,0.771069312300259
11662,0.788219736442335
11663,0.283559019626532
11665,0.574640614446142
11669,0.64733543008822
11670,0.756693637291121
11672,0.745441912172974
11674,0.756201242652082
11677,0.361432747632324
11678,0.898465835549297
11680,0.72356529335746
11688,0.99455682947678
11689,0.837484292203049
11695,0.570678414432785
11698,0.26542867552082
11699,0.812045969970008
11701,0.714668576433092
