"UniqueID","Probability1"
11862,0.165910683760684
11863,0.110747755932943
11864,0.33030772005772
11865,0.954929254997432
11866,0.281725824175824
11867,0.109333075180006
11868,0.389075987696514
11869,0.138419047132582
11870,0.455282300997692
11871,0.956219728298018
11872,0.561006828072644
11873,0.136519047619048
11874,0.298413537547154
11875,0.886840476190476
11876,0.273461920446703
11877,0.458776190476191
11878,0.819114444444445
11879,0.629859343652519
11880,0.349255194805195
11881,0.603119444444445
11882,0.267536363636364
11883,0.10623711001642
11884,0.231987211700824
11885,0.341641303317712
11886,0.342131193964334
11887,0.299366666666667
11888,0.313340050861231
11889,0.340124841791838
11890,0.105031929824561
11891,0.892495093795094
11892,0.0810459358744755
11893,0.690844825174825
11894,0.189300338698685
11895,0.116433075180006
11896,0.0992151972688558
11897,0.128274593016677
11898,0.14032380952381
11899,0.570355000502959
11900,0.125910317460318
11901,0.804498889219618
11902,0.700907442557443
11903,0.364477975079316
11904,0.271212631812632
11905,0.320730241980242
11906,0.943747185990338
11907,0.0407357142857143
11908,0.0645883402545167
11909,0.0876149958228906
11910,0.0977092082753848
11911,0.036528605762859
11912,0.0725235497732402
11913,0.995010019212142
11914,0.235000402930403
11915,0.296246372592924
11916,0.354169272056222
11917,0.159944688644689
11918,0.954929254997432
11919,0.0421558441558442
11920,0.145629759011674
11921,0.379550453250453
11922,0.989612162431352
11923,0.962591197691198
11924,0.543380952380952
11925,0.997664828131516
11926,0.268574624060151
11927,0.884510827678328
11928,0.145813624549376
11929,0.19798986373104
11930,0.998617915860929
11931,0.76328187998152
11932,0.170228365602529
11933,0.762100046685341
11934,0.128969047619048
11935,0.115425196059979
11936,0.410491100970689
11937,0.999321428571429
11938,0.684476190476191
11939,0.0693134194269546
11940,0.557516206329902
11941,0.389560364145658
11942,0.769311111111111
11943,0.020110989010989
11944,0.675382437304099
11945,0.998617915860929
11946,0.957745066963244
11947,0.930033333333333
11948,0.129410392944501
11949,0.989269036519037
11950,0.736871863430687
11951,0.275514452214452
11952,0.502142406046046
11953,0.987257864357864
11954,0.233205456859754
11955,0.983244823808054
11956,0.998617915860929
11957,0.406153809523809
11958,0.106388221270063
11959,0.9063381512166
11960,0.877698340284811
11961,0.935109409624827
11962,0.355725757575758
11963,0.118503269489323
11964,0.692837801656054
11965,0.275514452214452
11966,0.869310757020757
11967,0.978003860452001
11968,0.84922380952381
11969,0.398542665390165
11970,0.961703516371529
11971,0.42657032967033
11972,0.896488215710269
11973,0.980289735439364
11974,0.986164285714286
11975,0.996010019212142
11976,0.531854545454545
11977,0.91497514794306
11978,0.179549206349206
11979,0.957494469189595
11980,0.681315760530846
11981,0.812362481962482
11982,0.705676399565347
11983,0.990456368631369
11984,0.88738580896228
11985,0.998617915860929
11986,0.513667645950541
11987,0.814652345923569
11988,0.222443406593407
11989,0.953881307581308
11990,0.955923321328682
11991,0.9285563739515
11992,0.722705555555555
11993,0.868366666666667
11994,0.641846046815358
11995,0.344015823065823
11996,0.970370183038196
11997,0.479967866821525
11998,0.225796245131434
11999,0.478137236378285
12000,0.978003860452001
12001,0.646093859882807
12002,0.989851515151515
12003,0.901604195090019
12004,0.997332201575214
12005,0.973473363753364
12006,0.693885586074908
12007,0.992760502979692
12008,0.510677871934829
12009,0.752293528693529
12010,0.96503688744315
12011,0.959849374686875
12012,0.171017174492175
12013,0.191765432424639
12014,0.338183189033189
12015,0.646093859882807
12016,0.431987502848029
12017,0.957494469189595
12018,0.987947464304701
12019,0.935836507936508
12020,0.945231168831169
12021,0.990278829098018
12022,0.975478061793279
12023,0.970830952380952
12024,0.324036241536241
12025,0.995590019212142
12026,0.991133333333333
12027,0.906854556481531
12028,0.203566514281795
12029,0.546823448773448
12030,0.999321428571429
12031,0.977995238095238
12032,0.688381111111111
12033,0.259104761904762
12034,0.810583361083361
12035,0.287359332824039
12036,0.636823001986864
12037,0.512065995115995
12038,0.281638516496592
12039,0.473788744588744
12040,0.0871319125319125
12041,0.490508482693777
12042,0.575627380952381
12043,0.0685559620596206
12044,0.286886641037841
12045,0.459764674541145
12046,0.444957503276097
12047,0.0822284147397151
12048,0.902608481276394
12049,0.980791258741259
12050,0.110915750915751
12051,0.745616879319511
12052,0.0133356637535222
12053,0.550326014806449
12054,0.0421558441558442
12055,0.97871960405473
12056,0.856772993672994
12057,0.132728443778444
12058,0.663447292152292
12059,0.763442864734
12060,0.654879195011456
12061,0.968841391941392
12062,0.950735713061975
12063,0.558842964523399
12064,0.909102034262272
12065,0.936472655551127
12066,0.579234481943178
12067,0.898220634920635
12068,0.934584491166728
12069,0.0494723387723388
12070,0.120405244659662
12071,0.304970280570179
12072,0.974403516371529
12073,0.750310681642918
12074,0.534121212121212
12075,0.511067243867244
12076,0.987224592074592
12077,0.0330431223265443
12078,0.235840981240981
12079,0.838735714285715
12080,0.664239377767826
12081,0.655953817679905
12082,0.986592624829955
12083,0.954230010267511
12084,0.997521991085221
12085,0.186859399913126
12086,0.304970280570179
12087,0.982997529957965
12088,0.141644444444444
12089,0.391791963241437
12090,0.794042857142857
12091,0.923041272821634
12092,0.111369711884482
12093,0.531268251215423
12094,0.955351515151516
12095,0.445652122570449
12096,0.484570412920413
12097,0.951592487251311
12098,0.638532500039761
12099,0.300954729089499
12100,0.221680230880231
12101,0.235840981240981
12102,0.882792063492064
12103,0.0219760683760684
12104,0.016352380952381
12105,0.983077575757576
12106,0.618803890840462
12107,0.992603174603175
12108,0.432829578264872
12109,0.188710688485921
12110,0.161311355311355
12111,0.875881746031747
12112,0.422835755601468
12113,0.814465145965146
12114,0.994178829098018
12115,0.0818118381618382
12116,0.994481638229779
12117,0.301834223840675
12118,0.993388657751888
12119,0.0671892761726982
12120,0.306619103516497
12121,0.914473837573064
12122,0.612935182838841
12123,0.842265384268658
12124,0.972696101386536
12125,0.939670545830981
12126,0.986829064655152
12127,0.840999134199134
12128,0.46562746859833
12129,0.691886084872328
12130,0.924093590762623
12131,0.0605452380952381
12132,0.572405813341248
12133,0.559006828072644
12134,0.980280255131342
12135,0.0709757575757576
12136,0.901793285411462
12137,0.595100759766549
12138,0.529757746966763
12139,0.913514468864469
12140,0.343997932524132
12141,0.326546537351537
12142,0.0717130856965077
12143,0.134615627058289
12144,0.170909505311291
12145,0.864843745442972
12146,0.9982
12147,0.945452518978606
12148,0.134829595523753
12149,0.997521991085221
12150,0.106345929887106
12151,0.941856126482214
12152,0.94431364978443
12153,0.175798492340734
12154,0.508905788982259
12155,0.117995022129793
12156,0.767885986235986
12157,0.854444444444445
12158,0.179515054041744
12159,0.226946114996115
12160,0.839268329550567
12161,0.994481638229779
12162,0.769135023310023
12163,0.318834615384615
12164,0.279220406445406
12165,0.544775820665023
12166,0.964450482850483
12167,0.592658855360326
12168,0.953430863580864
12169,0.784511111111111
12170,0.466266666666666
12171,0.0608594155844156
12172,0.94431364978443
12173,0.992438455988456
12174,0.762042987078281
12175,0.277403914506546
12176,0.194615323565324
12177,0.975875555555556
12178,0.138516322566323
12179,0.348859010144171
12180,0.271684126984127
12181,0.962887763046842
12182,0.789123915528915
12183,0.40326238784774
12184,0.279220406445406
12185,0.573152164502165
12186,0.849787878787879
12187,0.470221428571429
12188,0.328017171717172
12189,0.473146825396825
12190,0.912682860476448
12191,0.7061670995671
12192,0.452065387390387
12193,0.278240268665149
12194,0.76728187998152
12195,0.173929287411316
12196,0.952022407741597
12197,0.117233333333333
12198,0.281967129887656
12199,0.735498051948052
12200,0.485168804954337
12201,0.981434441216678
12202,0.0824420491741847
12203,0.482753835053835
12204,0.313289466089466
12205,0.913160722610723
12206,0.844886549398315
12207,0.230279593894713
12208,0.877554212454213
12209,0.79393850174216
12210,0.122616984126984
12211,0.170954299295476
12212,0.496504395604396
12213,0.973330426970092
12214,0.531268251215423
12215,0.959849374686875
12216,0.0584721629819456
12217,0.358213125196317
12218,0.0141928066106651
12219,0.269764091464092
12220,0.193178475534329
12221,0.567903566681856
12222,0.157886045327222
12223,0.113970244461421
12224,0.663555096258755
12225,0.117143840185635
12226,0.315034615384615
12227,0.960480483405484
12228,0.893588116785176
